GivenName,Surname,StreetAddress,City,State,ZipCode,EmailAddress,Gender,BloodType,Pounds
Herbert,Jackson,3378 Froe Street,Morgantown,WV,26505,HerbertJJackson@dodgit.com,male,A+,233
Mckinley,Butler,3220 Mutton Town Road,Bellingham,WA,98225,MckinleyJButler@spambob.com,male,A+,147.8
Kim,Lee,4777 Wildrose Lane,Southfield,MI,48075,KimWLee@trashymail.com,female,A-,111.1
George,Smith,4319 Circle Drive,Humble,TX,77346,GeorgeLSmith@dodgit.com,male,B+,163.2
Gerry,Brown,1769 Glen Street,Fairplay,KY,42735,GerryEBrown@mailinator.com,male,O+,218.5
William,Oliver,4754 Roosevelt Wilson Lane,San Bernardino,CA,92410,WilliamSOliver@spambob.com,male,B+,221.5
Jill,Kramer,3441 Burnside Court,Phoenix,AZ,85017,JillAKramer@pookmail.com,female,A+,225.9
James,Carrell,705 Marion Street,Dorset,VT,05251,JamesLCarrell@mailinator.com,male,B+,152.7
Scott,Kinser,2031 Drainer Avenue,Tallahassee,FL,32303,ScottKKinser@spambob.com,male,B+,146.7
Kimberly,Ramsey,2194 Middleville Road,Monrovia,CA,91016,KimberlySRamsey@trashymail.com,female,O+,114.2
Jay,Nicholson,2730 Oakridge Farm Lane,Milwaukee,WI,53225,JayJNicholson@pookmail.com,male,AB-,204.6
Wanita,Thomas,308 Davis Street,Athens,GA,30601,WanitaAThomas@dodgit.com,female,AB+,160.2
Eula,Hill,3850 Emily Drive,Columbia,SC,29201,EulaDHill@trashymail.com,female,B+,193.4
Jill,McCormick,1498 Kinney Street,Springfield,MA,01109,JillLMcCormick@dodgit.com,female,B+,178.9
Albert,Wilson,3169 Wood Duck Drive,Iron Mountain,MI,49801,AlbertMWilson@pookmail.com,male,A+,233.6
Nancy,Langham,4496 Waterview Lane,Las Vegas,NM,87701,NancyOLangham@spambob.com,female,O+,180.8
Earl,Chan,1112 Middleville Road,Pasadena,CA,91101,EarlGChan@mailinator.com,male,O+,170.5
Jason,Morvant,3892 Ottis Street,Stillwater,OK,74074,JasonDMorvant@spambob.com,female,O+,178.2
Nancy,Phillips,758 Stout Street,Harrisburg,PA,17101,NancyFPhillips@dodgit.com,female,A+,216.5
Thomas,Drake,2625 Lowland Drive,Mchenry,IL,60050,ThomasJDrake@pookmail.com,male,O+,195.6
Shawn,Diaz,584 Yorkshire Circle,Roanoke Rapids,NC,27870,ShawnADiaz@dodgit.com,male,B+,226.4
Tameka,Ferguson,4149 Drainer Avenue,Milton,FL,32570,TamekaMFerguson@dodgit.com,female,O+,169
Stepanie,Filip,2931 Filbert Street,Philadelphia,PA,19108,StepanieGFilip@trashymail.com,female,O-,122.8
Edmond,Rivas,476 Juniper Drive,Saginaw,MI,48607,EdmondMRivas@mailinator.com,male,B+,175.6
Keith,Resto,734 Boring Lane,Point Reyes Station,CA,94956,KeithAResto@dodgit.com,male,O+,234.3
Cecil,McFarlin,349 Shearwood Forest Drive,Manchester,NH,03109,CecilCMcFarlin@trashymail.com,male,O+,201.5
Charles,Rider,3692 Spring Street,Jacksonville,IL,62650,CharlesERider@dodgit.com,male,O+,140.1
Alberto,Lewis,2642 Lakeland Terrace,Wyandotte,MI,48192,AlbertoSLewis@trashymail.com,male,A+,175.8
Gary,Quillen,542 Prudence Street,Southfield,MI,48075,GaryGQuillen@pookmail.com,male,O+,214.9
Elaina,Brown,1219 Marshville Road,New York,NY,10011,ElainaLBrown@spambob.com,female,O-,112.2
Rodney,Isbell,3951 Courtright Street,Hettinger,ND,58639,RodneyDIsbell@trashymail.com,male,O+,233.6
Billy,Scarbrough,3573 Langtown Road,Davenport,IA,52804,BillyHScarbrough@pookmail.com,male,AB+,233.4
Joe,Morrison,3515 Frank Avenue,Pittsburgh,PA,15206,JoeCMorrison@dodgit.com,male,AB+,246.6
David,Brown,757 Clousson Road,Des Moines,IA,50309,DavidKBrown@dodgit.com,male,O+,165
Michael,Prado,1547 Callison Lane,Newark,DE,19714,MichaelMPrado@mailinator.com,male,A+,213.6
Shavonne,Baudoin,3814 George Avenue,Mobile,AL,36602,ShavonneJBaudoin@trashymail.com,female,A+,199.8
Michelle,Rubio,2224 Diamond Street,Robbinsville,NC,28771,MichelleHRubio@dodgit.com,female,B-,116.6
Gisela,Rodriguez,872 Hickory Ridge Drive,Las Vegas,NV,89109,GiselaCRodriguez@trashymail.com,female,B+,200
Julie,Kinzer,2036 Berry Street,Colorado Springs,CO,80915,JulieCKinzer@spambob.com,female,O+,217.1
Robert,Busch,2392 Ferguson Street,South Boston,MA,02127,RobertJBusch@spambob.com,male,A+,155.5
Angel,Chiu,2579 Tail Ends Road,Appleton,WI,54915,AngelAChiu@dodgit.com,male,O+,143.4
Willie,Alderman,3249 Brentwood Drive,Lampasas,TX,76550,WillieRAlderman@pookmail.com,male,A+,241.8
Rachel,Watkins,3782 Dola Mine Road,Raleigh,NC,27607,RachelDWatkins@pookmail.com,female,B+,123
Nadine,Goode,2871 Levy Court,Framingham,MA,01701,NadineTGoode@dodgit.com,female,AB+,159.3
Raymond,Greer,812 Richards Avenue,Stockton,CA,95204,RaymondJGreer@spambob.com,male,B+,219.8
Dorothy,Pierce,1123 Duff Avenue,South Burlington,VT,05403,DorothyJPierce@spambob.com,female,O-,136
Emily,Whitcher,2385 Davis Avenue,Oakland,CA,94612,EmilyMWhitcher@pookmail.com,female,A+,214.9
Sheri,Hunt,2338 Oakridge Farm Lane,Menomonee Falls,WI,53051,SheriGHunt@trashymail.com,female,A+,114.6
Ronald,Wood,1458 Margaret Street,Houston,TX,77007,RonaldCWood@trashymail.com,male,B+,224.6
Henry,Holmes,1034 Hilltop Drive,Pampa,TX,79065,HenryAHolmes@spambob.com,male,O+,172.5
Albert,Duff,2922 Mudlick Road,Pasco,WA,99301,AlbertADuff@dodgit.com,male,B+,167.6
Crystal,Lawless,3678 Half and Half Drive,Fresno,CA,93706,CrystalCLawless@trashymail.com,female,B+,202.2
Vera,Brown,2222 Fairway Drive,Fairfield,CA,94533,VeraABrown@spambob.com,female,B-,145.9
Robert,Jones,2980 Caldwell Road,Rochester,NY,14604,RobertBJones@mailinator.com,male,B-,144.5
Rachel,Zuniga,738 Dennison Street,Stockton,CA,95207,RachelGZuniga@mailinator.com,female,A+,158.6
Mark,Hopkins,723 Green Street,Nashville,TN,37210,MarkJHopkins@pookmail.com,male,A+,139.7
Willow,Williams,3181 Oak Street,Syracuse,NY,13202,WillowMWilliams@dodgit.com,female,O+,200.9
Susan,Bass,1509 Elmwood Avenue,Mesa,AZ,85205,SusanJBass@pookmail.com,female,B+,164.3
Ruth,Simpson,1741 Scheuvront Drive,Northglenn,CO,80221,RuthMSimpson@mailinator.com,female,A+,158
Julie,Alvarado,4601 Hickory Street,Salt Lake City,UT,84104,JulieMAlvarado@pookmail.com,female,B+,107.8
Barbara,Brown,1484 Watson Lane,Brevard,NC,28712,BarbaraKBrown@mailinator.com,female,B-,205.7
Rachel,Nugent,1039 Nutters Barn Lane,Fort Dodge,IA,50501,RachelWNugent@dodgit.com,female,O+,214.9
Jason,Mancha,2399 Star Trek Drive,Tallahassee,FL,32301,JasonRMancha@trashymail.com,male,O+,139.7
William,Hamm,2704 Hillside Street,Tempe,AZ,85282,WilliamJHamm@spambob.com,male,A+,155.3
Nathaniel,Broughton,3271 Poling Farm Road,Omaha,NE,68102,NathanielEBroughton@dodgit.com,male,B+,148.5
Mary,Dell,24 Massachusetts Avenue,Washington,DC,20011,MaryMDell@mailinator.com,female,O+,117.9
Donald,Taylor,1354 Felosa Drive,Los Angeles,CA,90063,DonaldBTaylor@mailinator.com,male,O+,226.2
Jack,Hall,1685 Brownton Road,Meridian,MS,39301,JackLHall@trashymail.com,male,A-,146.1
Stanford,Barkley,3549 New York Avenue,Los Angeles,CA,90071,StanfordEBarkley@mailinator.com,male,B+,170.3
Robert,Penman,994 Kelly Drive,Wardensville,WV,26851,RobertMPenman@pookmail.com,male,O+,157.5
Vincent,Mattox,2506 Catherine Drive,West Fargo,ND,58078,VincentHMattox@mailinator.com,male,AB+,185.7
Vashti,Sanabria,1204 Chandler Drive,Gainesville,MO,65655,VashtiLSanabria@mailinator.com,female,B+,128.3
Linda,Soto,2757 Ralph Drive,Independence,OH,44131,LindaJSoto@mailinator.com,female,A+,143
Fabian,Thompson,66 Highland View Drive,Roseville,CA,95661,FabianRThompson@spambob.com,male,A+,172.7
Teri,Morales,4603 Red Dog Road,Matthews,NC,28105,TeriLMorales@pookmail.com,female,O+,135.7
Aaron,Whitlow,3359 Bassel Street,Ponchatoula,LA,70454,AaronDWhitlow@trashymail.com,male,B+,226.4
Andrea,Brown,1945 American Drive,Camden,NJ,08104,AndreaJBrown@dodgit.com,female,A+,198.2
Michael,Maddox,863 Maple Avenue,Kooskia,ID,83539,MichaelKMaddox@trashymail.com,male,B+,132.4
Mark,Bonnell,3225 Langtown Road,Grand Mound,IA,52751,MarkJBonnell@pookmail.com,male,O+,200.6
Barbara,Latham,448 Stutler Lane,Erie,PA,16501,BarbaraJLatham@spambob.com,female,O+,202.4
Heidi,Swanson,375 Penn Street,Clarksville,MO,63336,HeidiJSwanson@pookmail.com,female,A+,116.8
Thomas,Rodriguez,980 Harrison Street,San Rafael,CA,94903,ThomasJRodriguez@trashymail.com,male,B+,138.6
Mary,Givens,801 Scenicview Drive,Midland,TX,79701,MaryCGivens@trashymail.com,female,O+,111.8
Felton,Phillips,959 Steve Hunt Road,Miami Springs,FL,33166,FeltonDPhillips@pookmail.com,male,O+,205.9
Kathleen,Wyatt,4652 Turkey Pen Lane,Montgomery,AL,36104,KathleenGWyatt@pookmail.com,female,O+,181.9
Patricia,Jay,1295 Ocala Street,Orlando,FL,32801,PatriciaPJay@dodgit.com,female,B+,119.7
Harry,Byford,65 Reeves Street,Pulaski,WI,54162,HarryJByford@mailinator.com,male,B+,147.8
Kyle,Herman,614 Ingram Road,Charlotte,NC,28202,KyleCHerman@dodgit.com,male,O+,228.4
George,Jordan,3591 Oak Street,Poplar Ridge,NY,13139,GeorgeKJordan@pookmail.com,male,B+,193.8
Damian,Fritz,2894 Hannah Street,Asheville,NC,28801,DamianNFritz@trashymail.com,male,B+,163.2
Rosalyn,Kelly,1415 Murry Street,Virginia Beach,VA,23462,RosalynJKelly@trashymail.com,female,AB-,108
Eric,Underwood,2249 Carson Street,Lexington,KY,40517,EricCUnderwood@spambob.com,male,O+,223.5
Dorothy,Banks,3787 Fantages Way,Dark Harbor,ME,04848,DorothyKBanks@trashymail.com,female,A-,132.7
Phillip,England,3580 Werninger Street,Houston,TX,77002,PhillipREngland@mailinator.com,male,O+,142.3
Christopher,Hazlett,3425 Bobcat Drive,Rockville,MD,20850,ChristopherDHazlett@mailinator.com,male,B+,150.3
Jean,Marsh,1058 Goosetown Drive,Clyde,NC,28721,JeanDMarsh@spambob.com,male,O+,219.3
Stacey,Treat,4044 Elkview Drive,Vero Beach,FL,32963,StaceyDTreat@dodgit.com,female,O+,150.5
Karin,Standley,2024 Augusta Park,Maysville,WV,26833,KarinJStandley@trashymail.com,female,A+,172
James,Reid,2477 Post Farm Road,Atlanta,GA,30305,JamesMReid@dodgit.com,male,O+,189.9
Frances,Pritchard,3123 John Avenue,Lansing,MI,48912,FrancesDPritchard@dodgit.com,female,A-,197.8
Bonnie,Farwell,2678 Marion Drive,Tampa,FL,33624,BonnieJFarwell@spambob.com,female,O+,163.7
Michael,Peterson,1664 Airplane Avenue,Newington,CT,06111,MichaelMPeterson@trashymail.com,male,O+,187.4
Marjorie,Daly,1500 Northwest Boulevard,Washington,DC,20036,MarjorieDDaly@dodgit.com,female,O+,159.7
Elizabeth,Buentello,3847 Duck Creek Road,San Francisco,CA,94107,ElizabethJBuentello@dodgit.com,female,O+,137.3
Jack,Juliano,2919 Fancher Drive,Dallas,TX,75247,JackJJuliano@dodgit.com,male,O+,224.6
Andrew,Pannell,3683 Tree Top Lane,Lansdowne,PA,19050,AndrewBPannell@spambob.com,male,A+,226.6
Jaime,Neill,4762 Linda Street,Newark,PA,19714,JaimeLNeill@trashymail.com,male,A+,166.1
Maria,Hoover,774 Bernardo Street,Medora,IN,47260,MariaJHoover@spambob.com,female,AB+,182.6
Catharine,Sears,464 Isaacs Creek Road,Ashland,IL,62612,CatharineJSears@pookmail.com,female,B+,198
Ronald,Galloway,4376 Custer Street,Erie,PA,16509,RonaldMGalloway@spambob.com,male,O+,160.8
Stephen,Woodard,4474 West Fork Drive,Miramar,FL,33025,StephenEWoodard@mailinator.com,male,A+,146.7
Lois,Young,2189 Bingamon Branch Road,Warwick,NY,10990,LoisAYoung@trashymail.com,female,B+,105.6
Eileen,Stewart,805 Bird Spring Lane,Houston,TX,77062,EileenHStewart@dodgit.com,female,O-,115.1
Nancy,Edmunds,4467 Valley Lane,Austin,TX,78758,NancyJEdmunds@dodgit.com,female,AB+,183.9
Josephine,Ross,493 Duffy Street,Wanatah,IN,46382,JosephineERoss@dodgit.com,female,B+,142.3
David,Hatfield,4702 McDowell Street,Nashville,TN,37214,DavidMHatfield@trashymail.com,male,A+,187.7
Michael,Burdine,3211 Chandler Hollow Road,Pittsburgh,PA,15201,MichaelDBurdine@dodgit.com,male,O-,221.5
Brian,Marr,1592 Trymore Road,Caledonia,MN,55921,BrianAMarr@spambob.com,male,A+,186.3
Larry,Herdon,2527 Rainy Day Drive,South Boston,MA,02127,LarryJHerdon@spambob.com,male,O+,206.4
Glen,James,3531 Tetrick Road,Winter Haven,FL,33830,GlenEJames@trashymail.com,male,A+,191
Carlos,Starr,239 Moore Avenue,Grand Prairie,TX,75051,CarlosCStarr@dodgit.com,male,O+,213.2
William,Bethea,1214 Horner Street,Bristolville,OH,44402,WilliamPBethea@pookmail.com,male,O+,235
Zofia,Bedoya,3590 John Calvin Drive,Bridgeview,IL,60455,ZofiaLBedoya@pookmail.com,female,A+,198.7
Joshua,Ricks,108 Brannon Street,Mira Loma,CA,91752,JoshuaKRicks@mailinator.com,male,A+,232.1
Paul,Kallas,4969 East Avenue,Gilbert,AZ,85233,PaulTKallas@spambob.com,male,A+,173.8
James,Johnson,2516 Maud Street,Newark,DE,19711,JamesAJohnson@mailinator.com,male,A+,255
Joseph,Long,1741 Tanglewood Road,Indianola,MS,38751,JosephJLong@pookmail.com,male,O-,205.5
Kenneth,Johnson,3366 Spring Avenue,Plymouth Meeting,PA,19462,KennethHJohnson@trashymail.com,male,A+,250.8
Clifton,Jones,3736 Roosevelt Road,Edna,KS,67342,CliftonPJones@trashymail.com,male,B+,180.8
Cassie,Ruth,1905 Wescam Court,Carson City,NV,89701,CassieDRuth@pookmail.com,female,B+,225.7
William,Perry,1248 Oakmound Road,Chicago,IL,60647,WilliamCPerry@trashymail.com,male,O+,133.8
Anthony,Florio,4692 Michigan Avenue,Pittsburgh,PA,15219,AnthonyMFlorio@trashymail.com,male,A+,224.4
Diane,Moody,4062 Whitetail Lane,Dallas,TX,75234,DianeAMoody@trashymail.com,female,B+,147.4
Rodney,O'Connor,2072 Crestview Terrace,Lacoste,TX,78039,RodneyBOConnor@mailinator.com,male,A+,180
Lillian,Landrum,4950 Vernon Street,Oceanside,CA,92054,LillianBLandrum@pookmail.com,female,O+,140.4
Jason,Weber,2801 Ferguson Street,Cambridge,MA,02141,JasonJWeber@mailinator.com,male,O+,221.3
Rickey,Garcia,869 Davis Lane,Centennial,CO,80112,RickeyJGarcia@pookmail.com,male,A+,241.8
Laura,Hohl,3107 Lyndon Street,Philadelphia,PA,19108,LauraLHohl@trashymail.com,female,O+,149.6
Harriette,Vanwyk,979 Comfort Court,Madison,WI,53718,HarriettePVanwyk@pookmail.com,female,O+,153.8
Leon,Robertson,522 Willow Greene Drive,Montgomery,AL,36014,LeonRRobertson@pookmail.com,male,A+,159.3
Philip,Converse,3357 Findley Avenue,Round Prairie,ND,58801,PhilipPConverse@dodgit.com,male,O+,237.6
Veronica,Sullins,249 Lynn Street,Milton,MA,02186,VeronicaSSullins@pookmail.com,female,O+,187
June,Bullard,2849 Broad Street,Birmingham,AL,35203,JuneJBullard@spambob.com,female,A+,106.7
David,Giguere,1455 Riverside Drive,Augusta,GA,30901,DavidPGiguere@mailinator.com,male,O+,230.3
Luz,Lafrance,4144 Lyon Avenue,Bedford,MA,01730,LuzJLafrance@spambob.com,female,AB+,121.9
Phyllis,Flores,4625 Forest Drive,Herndon,VA,22090,PhyllisJFlores@mailinator.com,female,B+,189.4
Tina,Martinez,1149 Stewart Street,Sheridan,IN,46069,TinaEMartinez@trashymail.com,female,A-,132.9
Lillie,Witten,2926 Cedar Lane,East Boston,MA,02128,LillieBWitten@mailinator.com,female,A+,124.7
Amy,Rivera,330 D Street,Southfield,MI,48075,AmyTRivera@pookmail.com,female,A+,167.9
Cindy,Hull,509 Sampson Street,Aurora,CO,80014,CindyDHull@spambob.com,female,O+,134.9
Jay,Hooper,3547 Private Lane,Albany,GA,31707,JayLHooper@mailinator.com,male,O+,167.9
Robert,McEwen,4566 Mulberry Lane,West Palm Beach,FL,33401,RobertPMcEwen@mailinator.com,male,A+,209.4
Keith,Ramirez,69 Chardonnay Drive,Seattle,WA,98101,KeithDRamirez@pookmail.com,male,O+,143
Geraldine,Starks,153 Retreat Avenue,Birmingham,AL,35203,GeraldineNStarks@mailinator.com,female,A+,209.4
Bobby,Peterson,3464 Berkshire Circle,Knoxville,TN,37918,BobbyEPeterson@dodgit.com,male,A+,179.7
Randy,Phelps,4072 Ritter Street,Section,AL,35771,RandyMPhelps@trashymail.com,male,O+,189.4
Charles,Caggiano,453 Bruce Street,Stlouis,MO,63101,CharlesJCaggiano@mailinator.com,male,O+,207.5
Joseph,Espinoza,805 Wood Duck Drive,Marquette,MI,49855,JosephHEspinoza@trashymail.com,male,O+,216.7
James,Adams,4051 Gambler Lane,Houston,TX,77028,JamesPAdams@trashymail.com,male,A+,170.9
Denise,Goodman,3059 O Conner Street,Gulfport,MS,39503,DeniseIGoodman@mailinator.com,female,B+,223.1
Brinda,Lowe,911 Pearlman Avenue,Bedford,MA,01730,BrindaJLowe@dodgit.com,female,O+,187.4
Jessica,Bailey,3567 Traction Street,Ninety Six,SC,29666,JessicaNBailey@spambob.com,female,B+,161.7
Tammy,Hunt,1560 Saint Francis Way,Silver Lake,WI,53170,TammyCHunt@pookmail.com,female,AB+,114.6
Charles,Minter,2247 Rainbow Drive,Akron,OH,44311,CharlesAMinter@mailinator.com,male,O+,183.5
James,West,735 Logan Lane,Lakewood,CO,80214,JamesEWest@pookmail.com,male,O+,133.1
Wanda,Ramos,3043 Marion Street,Columbia,SC,29201,WandaDRamos@trashymail.com,female,O+,185.7
Noel,Davis,4698 Caldwell Road,Rochester,NY,14609,NoelCDavis@pookmail.com,male,A-,165.9
Elsie,Perry,1975 Rhapsody Street,Ocala,FL,34471,ElsieGPerry@trashymail.com,female,O+,135.7
Sidney,Madden,1577 Harper Street,Drakesboro,KY,42337,SidneyKMadden@spambob.com,male,O-,199.3
Joyce,Lam,1850 Hickman Street,Hickory Hills,IL,60457,JoyceWLam@mailinator.com,female,A+,113.3
Bernardo,Worley,2190 Kincheloe Road,Beaverton,OR,97006,BernardoRWorley@dodgit.com,male,B+,198.9
James,Artis,4577 Cottonwood Lane,Grand Rapids,MI,49503,JamesCArtis@pookmail.com,male,A+,224
Vincent,Diaz,1722 Eagle Street,East Saint Louis,IL,62203,VincentLDiaz@trashymail.com,male,O+,148.9
Joseph,Lucero,1662 Fincham Road,Escondido,CA,92025,JosephBLucero@trashymail.com,male,O+,152.7
John,Berry,4666 Strother Street,Birmingham,AL,35203,JohnABerry@dodgit.com,male,O+,242.2
Jon,Baker,273 Cherry Tree Drive,Jacksonville,FL,32202,JonJBaker@trashymail.com,male,A+,176.7
David,Palmer,3981 Renwick Drive,Portland,PA,97205,DavidRPalmer@pookmail.com,male,O+,170.3
Kathleen,McDonald,4954 Goff Avenue,Grand Rapids,MI,49503,KathleenCMcDonald@pookmail.com,female,O-,194.9
Brigitte,Palmer,2784 Benson Street,Goodman,WI,54125,BrigitteGPalmer@pookmail.com,female,AB+,194.7
Gary,Albro,2313 Terra Cotta Street,Duluth,MN,55802,GaryIAlbro@dodgit.com,male,A+,217.6
Gayle,Hemphill,4592 Eva Pearl Street,Baton Rouge,LA,70806,GayleCHemphill@trashymail.com,female,B+,174.5
Oliver,Thomas,147 Star Route,Bensenville,IL,60106,OliverTThomas@mailinator.com,male,A+,185.9
Rita,Brown,41 Bird Spring Lane,Stafford,TX,77477,RitaJBrown@spambob.com,female,AB+,221.8
Esther,Burnett,3698 Eastland Avenue,Jackson,MS,39201,EstherJBurnett@trashymail.com,female,A+,179.3
Rose,Clemons,1352 Pennsylvania Avenue,Edison,NJ,08817,RoseMClemons@mailinator.com,female,A+,180.8
Shane,Cobb,2860 Hamill Avenue,San Diego,CA,92103,ShaneVCobb@dodgit.com,male,B+,159.5
Craig,Manuel,2915 Lynch Street,Milwaukee,WI,53202,CraigTManuel@spambob.com,male,A+,201.3
Roger,Kutz,2470 Moore Avenue,Wichita Falls,TX,76308,RogerAKutz@dodgit.com,male,A+,145.9
Jeremy,McCullough,590 Don Jackson Lane,Kawailani,HI,96720,JeremyAMcCullough@spambob.com,male,O+,151.4
Eileen,Miller,588 Hartway Street,Miller,SD,57362,EileenGMiller@trashymail.com,female,A+,173.8
Jesus,Coffee,4242 Callison Lane,Wilmington,DE,19801,JesusECoffee@pookmail.com,male,O+,178.6
Frederick,Westfall,477 Briarwood Road,Springfield,MO,65806,FrederickJWestfall@trashymail.com,male,A+,149.4
Ruth,Creed,3168 Wolf Pen Road,Burlingame,CA,94010,RuthWCreed@dodgit.com,female,A+,136.8
Melissa,Allen,2042 Dennison Street,Modesto,CA,95354,MelissaPAllen@dodgit.com,female,A+,218.2
Irma,Rico,4911 Bungalow Road,Omaha,NE,68114,IrmaHRico@pookmail.com,female,B+,117.9
Daniel,Bellamy,1984 Sycamore Circle,Dallas,TX,75201,DanielDBellamy@mailinator.com,male,B+,170.3
Margaret,Curtis,1074 Little Acres Lane,Mendon,IL,62351,MargaretWCurtis@trashymail.com,female,A+,183.3
William,Cole,837 Del Dew Drive,Adelphi,MD,20783,WilliamWCole@trashymail.com,male,O-,198.2
Sean,Dinsmore,4538 Bridge Street,Edna,OK,67342,SeanADinsmore@pookmail.com,male,A+,216.7
Louie,Gaddis,1295 Front Street,Lexington,MI,48450,LouieAGaddis@dodgit.com,male,O+,152.9
Nicholas,Reader,96 Kennedy Court,West Roxbury,MA,02132,NicholasJReader@spambob.com,male,O+,236.5
Summer,Richardson,3959 Coventry Court,Baton Rouge,LA,70806,SummerVRichardson@pookmail.com,female,A+,187.9
Robert,Colley,1539 Tree Top Lane,Glenolden,PA,19036,RobertAColley@trashymail.com,male,O+,167.4
Stella,Garofalo,2958 Gorby Lane,Hattiesburg,MS,39401,StellaCGarofalo@trashymail.com,female,B+,128.3
Leon,Sarno,3256 Lowndes Hill Park Road,Bakersfield,CA,93301,LeonLSarno@spambob.com,male,B+,221.8
Michael,Wimbley,2061 Mulberry Street,Houston,TX,77006,MichaelKWimbley@mailinator.com,male,O+,235.2
Hilda,Harris,2791 Murphy Court,Wayzata,MN,55391,HildaBHarris@mailinator.com,female,B+,122.1
Edward,Caver,2932 Maloy Court,Home,KS,66438,EdwardJCaver@dodgit.com,male,A+,221.5
George,Bower,3774 Courtright Street,Abercrombie,ND,58001,GeorgeABower@mailinator.com,male,AB+,244.9
Katie,Stingley,3595 Shearwood Forest Drive,West Lebanon,NH,03784,KatieBStingley@spambob.com,female,O+,117.9
Katrina,Charles,612 Vesta Drive,Chicago,IL,60611,KatrinaJCharles@trashymail.com,female,O+,138.8
Martha,Stewart,3304 Emily Drive,Columbia,SC,29210,MarthaDStewart@trashymail.com,female,B+,170.3
Misty,Thomas,926 Peck Street,Salem,NH,03079,MistyLThomas@trashymail.com,female,O+,147
Casimira,Seal,1587 Bates Brothers Road,Columbus,OH,43215,CasimiraJSeal@trashymail.com,female,O+,201.7
Judy,Thompson,4805 Walnut Hill Drive,Cincinnati,OH,45230,JudySThompson@trashymail.com,female,A+,105.6
John,Stone,1269 Heavens Way,Irvine,CA,92714,JohnHStone@dodgit.com,male,O+,144.3
Edmund,Crispin,4648 Wilson Street,Victorville,CA,92392,EdmundECrispin@mailinator.com,male,A+,171.4
Wendy,McNair,4420 Matthews Street,Oak Brook,IL,60523,WendyJMcNair@spambob.com,female,O+,202.6
Marvin,Johnson,3061 Milford Street,Milford,NH,03055,MarvinLJohnson@trashymail.com,male,B+,215.4
Kristin,Ho,2888 Walnut Hill Drive,Dayton,OH,45402,KristinRHo@spambob.com,female,O+,187.4
Dwight,Maxwell,2145 Christie Way,Cambridge,MA,02142,DwightMMaxwell@pookmail.com,male,O+,154.9
Ana,Williams,2960 Tanglewood Road,Memphis,MS,38018,AnaDWilliams@pookmail.com,female,O+,163.5
Hunter,Francis,4705 Clark Street,Huntington,NY,11743,HunterDFrancis@mailinator.com,male,B+,156.9
Alice,Goodwin,4053 Shady Pines Drive,Paducah,KY,42001,AliceEGoodwin@trashymail.com,female,O+,207.7
Heidi,Paez,863 Walnut Drive,Harvey,ND,58341,HeidiJPaez@mailinator.com,female,A+,207.7
Richard,Bogen,1654 Gerald L. Bates Drive,Newton,MA,02160,RichardABogen@trashymail.com,male,A+,219.8
Heather,Prichard,93 Conifer Drive,Bellevue,WA,98004,HeatherJPrichard@mailinator.com,female,O+,129.1
Martha,Hunt,1310 Freed Drive,Fresno,CA,93721,MarthaJHunt@dodgit.com,female,O-,130.2
Nell,Krok,4302 Green Acres Road,Kill Devil Hills,NC,27948,NellJKrok@pookmail.com,female,O+,212.7
